,accommodates,price,minimum_nights,maximum_nights,minimum_maximum_nights,availability_30,number_of_reviews,number_of_reviews_ltm,review_scores_rating,calculated_host_listings_count,calculated_host_listings_count_private_rooms,days_since_last_review,days_since_first_review,days_since_host_since,room_type,host_response_rate,bathrooms,host_is_superhost,host_identity_verified,instant_bookable,Entire rental unit,Price/square ,EMPORIKO TRIGONO-PLAKA,jumio,work_email,Shampoo,Heating,Hot water,TV,Coffee maker,Dedicated workspace,Bed linens,Washer,Elevator,Fire extinguisher,First aid kit,Free street parking,Extra pillows and blankets,Patio or balcony,Smoke alarm,Microwave,Shower gel,Luggage dropoff allowed,Private entrance,Host greets you,Lockbox,Room-darkening shades,Hot water kettle,Crib,Paid parking off premises,Body soap,Dryer,Baking sheet,Ethernet connection,Dishwasher,Outdoor furniture,High chair,Pack ’n play/Travel crib,Cable TV,Single level home,Bathtub
79,12,301.0,3,60,1125,30,6,0,4.83,4,0,1242,2065,3402,0,5,4 ,1.0,1.0,1,0,1680,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0
80,2,22.0,3,1125,1125,0,463,0,4.78,1,0,746,3157,3309,0,5,1 ,0.0,1.0,1,1,1570,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,8,45.0,2,1125,1125,0,16,0,4.81,9,0,1431,3246,3802,0,5,1 ,0.0,1.0,1,1,1100,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82,1,25.0,19,60,60,2,4,0,4.75,2,1,3070,1716,3431,2,5,1  ,0.0,1.0,0,0,1400,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,4,25.0,3,20,1125,5,445,31,4.81,2,0,89,3248,3309,0,5,1 ,1.0,1.0,1,1,1200,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
84,4,79.0,6,1125,1125,0,87,1,4.76,1,0,848,2568,3289,0,5,1 ,0.0,1.0,0,0,1400,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1
85,2,45.0,3,1125,1125,3,175,3,4.61,1,0,45,2742,3289,0,5,1 ,0.0,1.0,0,1,1200,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,4,59.0,1,30,30,30,73,0,4.21,2,0,2020,2758,3285,0,4,1 ,0.0,0.0,0,1,1100,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,4,350.0,3,1125,1125,30,2,0,5.0,1,0,1600,2555,3727,0,0,3.5 ,0.0,0.0,0,0,1250,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,4,67.0,2,365,365,27,50,3,4.06,12,4,49,3109,3827,0,5,1 ,0.0,1.0,1,1,2380,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,2,255.0,2,1125,1125,25,277,42,4.94,2,0,11,3065,4187,0,5,1 ,1.0,1.0,0,1,2380,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0
91,2,30.0,3,90,90,0,5,0,4.75,1,0,1409,876,3256,0,5,1 ,0.0,1.0,0,1,1300,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,4,74.0,3,90,1125,0,77,4,4.97,1,0,417,2012,3255,0,5,1 ,1.0,1.0,0,1,1400,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,3,120.0,1,30,1125,24,3,1,5.0,1,0,36,1275,3253,0,0,1 ,0.0,0.0,1,1,4000,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
94,4,35.0,3,1125,1125,0,30,0,4.38,1,0,1608,2722,3253,0,0,1 ,0.0,1.0,0,1,1400,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,3,55.0,4,200,200,28,30,2,4.87,1,0,41,2032,3218,0,5,1 ,0.0,0.0,0,1,1570,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,6,60.0,2,1125,1125,0,23,0,4.95,1,0,852,2367,3220,0,2,1 ,0.0,1.0,1,1,1900,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0
97,2,45.0,3,1125,1125,28,19,0,4.56,1,0,1246,2639,3207,0,4,1 ,0.0,1.0,0,1,1375,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
98,2,40.0,2,90,90,0,46,0,4.64,2,2,1153,3091,3205,2,5,1  ,1.0,1.0,0,0,1250,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2,40.0,2,365,365,1,341,25,4.94,17,0,11,2666,3200,0,0,1 ,1.0,1.0,0,1,1570,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
100,3,40.0,2,365,365,13,362,9,4.94,17,0,394,2954,3200,0,0,1 ,1.0,1.0,0,1,1570,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,5,130.0,2,60,1125,0,282,6,4.81,2,0,28,3075,1099,0,5,1.5 ,0.0,1.0,1,1,2380,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1
102,3,18.0,30,300,300,1,114,1,4.3,1,0,669,3077,3192,0,5,1 ,0.0,1.0,0,1,1300,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
103,5,50.0,7,30,1125,27,56,1,4.88,1,0,77,1454,3191,0,5,1.5 ,1.0,0.0,0,1,1100,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
104,2,40.0,3,60,1125,1,389,34,4.84,3,0,3,3062,3187,0,5,1 ,1.0,1.0,1,0,2380,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2,32.0,2,60,1125,0,363,0,4.75,3,0,710,2785,3187,0,5,1 ,1.0,1.0,1,1,2300,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,12,176.0,2,1125,1125,11,23,0,4.83,40,0,812,1818,3630,0,5,3.5 ,1.0,1.0,0,1,1100,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0
107,5,60.0,4,1125,1125,0,35,3,4.57,1,0,72,2655,3171,0,5,1 ,1.0,1.0,0,0,4000,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1
108,6,137.0,2,1125,1125,12,181,6,4.85,2,0,29,3026,3178,0,5,1.5 ,1.0,1.0,1,1,4000,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
109,4,90.0,7,30,30,0,11,0,4.55,1,0,2671,2665,3167,0,5,1.5 ,0.0,1.0,0,1,1100,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,4,73.0,2,600,600,30,12,0,4.83,1,0,2680,2510,3869,0,2,2 ,0.0,1.0,0,1,1380,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,3,34.0,3,1125,1125,0,5,0,4.8,3,0,1522,1924,3350,0,5,1 ,1.0,1.0,0,1,1570,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,4,150.0,2,1125,1125,0,32,0,4.83,1,0,839,3004,3143,0,0,1 ,0.0,1.0,0,1,950,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
113,16,242.0,2,1125,1125,17,24,4,4.83,40,0,67,2600,3630,0,5,4.5 ,1.0,1.0,0,1,1100,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0
114,3,50.0,3,95,95,0,33,0,4.81,1,0,2709,2974,3241,0,0,1 ,0.0,1.0,0,1,1175,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,8,50.0,2,365,365,0,21,0,4.48,9,0,1931,2657,3802,0,5,1.5 ,0.0,1.0,1,1,1100,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,4,65.0,1,1125,1125,0,344,3,4.92,11,0,753,2999,3111,0,5,1 ,1.0,1.0,1,1,2300,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
117,4,70.0,2,1125,1125,23,64,3,4.66,1,0,1945,3016,3102,0,5,1.5 ,0.0,1.0,0,1,2380,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
118,4,55.0,2,365,1125,0,202,0,4.71,1,0,742,2570,3100,0,0,1 ,0.0,0.0,1,0,1950,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119,3,60.0,2,20,20,29,108,0,4.72,1,0,801,2965,3091,0,1,1 ,0.0,1.0,0,0,1400,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,3,35.0,1,15,1125,13,745,31,4.72,1,0,17,3044,3084,0,5,1 ,0.0,1.0,1,0,1800,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
121,2,64.0,2,1125,1125,11,283,20,4.99,2,0,6,3014,3815,0,5,1 ,1.0,1.0,1,1,2300,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
122,2,30.0,3,1125,1125,0,8,0,4.75,1,0,2206,2851,3073,0,5,1 ,0.0,1.0,0,1,1350,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,3,40.0,2,180,180,25,172,0,4.89,1,0,769,2904,3072,0,1,1 ,0.0,1.0,0,0,1400,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0
124,6,239.0,2,30,30,14,234,15,4.99,7,0,34,2852,2783,0,5,2.5 ,1.0,1.0,1,1,2300,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
125,6,145.0,3,30,30,26,199,19,4.9,1,0,32,2726,3219,0,5,2 ,0.0,1.0,0,1,2300,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2,27.0,3,1125,1125,0,10,0,4.25,2,0,780,2081,3070,0,0,1 ,0.0,0.0,0,1,3500,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,4,144.0,3,1000,1000,0,58,0,4.83,1,0,770,2745,3069,0,0,1 ,0.0,1.0,0,1,950,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1
128,2,30.0,3,1125,1125,0,151,0,4.79,5,2,1180,2959,3165,2,5,1.5  ,1.0,1.0,0,0,1375,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
129,5,60.0,1,30,30,26,63,1,4.74,1,0,1167,3019,3062,0,4,1 ,0.0,0.0,0,1,1570,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
130,3,52.0,1,1125,1125,2,211,35,4.9,6,0,10,2395,3323,0,5,1 ,1.0,1.0,0,0,1100,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
131,2,25.0,3,1125,1125,0,163,5,4.54,1,0,71,2969,3411,0,5,1 ,1.0,1.0,0,0,1350,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
132,5,53.0,2,1125,1125,29,13,0,4.08,1,0,2314,1950,3053,0,1,1.5 ,0.0,1.0,0,1,1100,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2,48.0,5,1125,1125,0,8,0,4.57,1,0,1214,1704,3919,0,0,1 ,0.0,1.0,0,1,1400,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,4,69.0,444,1125,1125,30,12,0,4.09,1,0,2690,3018,3050,0,0,1 ,0.0,1.0,0,1,1900,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,6,50.0,1,30,1125,0,272,3,4.87,2,1,848,2686,3033,0,5,1.5 ,0.0,1.0,0,1,1400,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
136,4,80.0,2,1125,1125,17,45,0,4.76,1,0,2271,2039,3089,0,0,1 ,0.0,1.0,0,1,2380,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
137,6,32.0,2,30,1125,6,386,23,4.88,2,0,66,2675,3309,0,5,1 ,1.0,1.0,1,1,1200,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
138,6,50.0,1,1125,1125,0,80,5,4.68,2,0,1661,2760,3017,0,5,1.5 ,1.0,0.0,0,1,1100,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
139,3,49.0,1,1125,1125,0,326,18,4.66,2,0,37,2507,3799,0,5,1 ,1.0,1.0,1,1,2380,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
140,6,112.0,2,365,365,30,88,1,4.11,12,4,1515,2819,3828,0,5,1.5 ,0.0,1.0,1,1,2380,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0
141,4,100.0,3,30,30,29,3,0,5.0,2,1,2772,2744,3051,0,1,2 ,0.0,0.0,0,1,2300,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2,40.0,2,1125,1125,29,15,0,4.73,2,1,1547,2723,3051,2,1,1  ,0.0,0.0,0,0,2300,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,2,30.0,3,1125,1125,1,83,0,4.71,5,2,1237,2401,3164,2,5,1.5  ,1.0,1.0,0,0,1375,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
144,4,60.0,3,1125,1125,0,560,4,4.89,2,0,585,2995,3004,0,5,1 ,1.0,0.0,1,1,1400,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
145,6,139.0,2,28,1125,14,135,3,4.81,1,0,776,2960,3001,0,5,2 ,0.0,1.0,0,1,3500,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
146,2,45.0,2,1000,1125,12,401,27,4.85,1,0,79,2292,2995,0,5,1 ,1.0,1.0,1,0,1000,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2,85.0,6,365,1125,6,66,10,4.89,2,0,42,2559,2985,0,5,1.5 ,1.0,1.0,0,1,4000,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
148,2,45.0,5,1125,1125,6,16,3,4.44,1,0,795,2385,4301,0,5,1 ,0.0,0.0,0,1,4000,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
149,2,74.0,30,1125,1125,6,10,2,5.0,5,0,25,1934,3322,0,5,1 ,1.0,1.0,0,1,1400,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2,46.0,3,90,90,1,3,0,5.0,3,0,1620,1638,2969,0,0,1 ,0.0,1.0,0,1,1570,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
151,2,72.0,3,365,1125,25,29,17,4.86,1,0,77,85,3535,0,0,1 ,1.0,1.0,1,1,1570,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
152,6,78.0,2,30,1125,0,34,5,4.94,2,0,37,768,2963,0,5,2 ,1.0,1.0,1,1,970,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
153,3,48.0,5,1125,1125,3,14,1,4.5,1,0,2274,2319,3293,0,5,1 ,0.0,1.0,0,1,1950,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2,35.0,3,1125,1125,6,243,7,4.73,1,0,49,2677,3222,0,5,1 ,1.0,1.0,1,1,1250,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
158,2,22.0,1,10,1125,16,243,4,4.9,1,1,830,2358,2927,2,5,1  ,1.0,1.0,1,0,1350,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,4,35.0,2,1125,1125,8,345,11,4.76,2,0,431,2750,2921,0,5,1 ,0.0,1.0,1,1,1680,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
160,7,64.0,3,600,600,0,32,4,4.66,1,0,198,1659,3551,0,5,1.5 ,0.0,1.0,0,1,1375,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
161,2,76.0,5,720,720,0,5,0,4.8,15,0,1217,2642,3577,0,5,1 ,1.0,1.0,1,1,4000,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2,65.0,1,14,14,29,23,0,4.45,2,0,1479,2049,2903,0,5,1 ,0.0,0.0,0,0,1400,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
163,4,40.0,2,60,1125,7,123,5,4.81,1,0,605,2642,2899,0,5,1 ,1.0,0.0,0,1,1350,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
164,8,260.0,7,1125,1125,0,2,0,4.0,1,1,2221,1541,2922,2,0,2 ,0.0,1.0,1,0,1175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,7,147.0,2,730,730,0,84,1,4.7,62,15,946,2127,3774,0,5,2 ,0.0,1.0,1,1,1100,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1
166,2,57.0,4,720,720,0,2,1,4.5,15,0,2371,80,3577,0,5,1 ,1.0,1.0,1,1,1570,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,3,40.0,6,1125,1125,0,4,0,5.0,1,0,1129,1633,2878,0,0,1 ,0.0,0.0,0,1,1400,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,4,68.0,2,1125,1125,0,20,4,4.9,1,0,118,765,2880,0,5,1 ,1.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0
169,6,172.0,3,1125,1125,0,20,0,4.95,9,0,635,2332,2874,0,5,1 ,1.0,1.0,1,1,4000,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1
170,3,43.0,1,365,1125,14,297,52,4.86,2,0,1,2341,1131,0,0,1 ,0.0,0.0,1,1,2300,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
171,10,286.0,1,1125,365,15,311,33,4.72,1,0,76,2735,2858,0,5,2 ,0.0,1.0,1,1,950,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
172,4,70.0,7,365,365,3,24,0,4.88,1,0,865,2414,3145,0,0,2 ,0.0,1.0,0,1,1380,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,4,50.0,1,9999999,1125,0,133,0,4.92,2,0,860,2352,2955,0,0,1 ,1.0,1.0,1,1,1200,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
174,4,60.0,2,1125,1125,0,21,5,4.48,2,0,79,2251,2840,0,5,2 ,0.0,1.0,0,0,1800,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,6,150.0,5,1125,1125,30,1,0,5.0,1,0,2724,2724,2834,0,0,2 ,0.0,0.0,0,1,1800,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,4,73.0,3,10,10,28,48,3,4.98,1,0,62,2436,3334,0,4,2 ,0.0,1.0,0,1,1350,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
177,4,44.0,5,1125,1125,2,540,2,4.87,2,0,617,2758,2826,0,5,1 ,1.0,0.0,1,1,1400,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
178,3,70.0,2,30,1125,1,93,4,4.91,1,0,764,1938,2920,0,5,1 ,1.0,0.0,0,1,2380,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1
179,6,109.0,2,1125,1125,24,142,8,4.9,1,0,51,2561,2816,0,5,2 ,1.0,1.0,0,0,970,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
